"ID","isActive","gameID","state","shortDescription","dateCreated","dateModified","createdBy","modifiedBy"
"190","1","3","DE","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"191","1","3","IA","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"192","1","3","ID","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"193","1","3","KS","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"194","1","3","ME","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"195","1","3","MN","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"196","1","3","MT","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"197","1","3","ND","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"198","1","3","NM","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"199","1","3","OK","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"200","1","3","SD","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"201","1","3","TN","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"202","1","3","WV","Lotto America","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"203","1","4","ME","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"204","1","4","NH","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"205","1","4","VT","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"206","1","4","MA","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"207","1","4","RI","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"208","1","4","CT","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"209","1","4","DC","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"210","1","4","DE","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"211","1","4","NC","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"212","1","4","KY","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"213","1","4","OH","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"214","1","4","MI","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"215","1","4","IA","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"216","1","4","AR","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"217","1","4","OK","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"218","1","4","KS","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"219","1","4","NE","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"220","1","4","SD","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"221","1","4","ND","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"222","1","4","MT","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"223","1","4","WY","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"224","1","4","CO","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"225","1","4","ID","PowerBall Bonus Play","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"226","1","6","AZ","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"227","1","6","IA","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"228","1","6","ID","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"229","1","6","KS","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"230","1","6","MN","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"231","1","6","ND","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"232","1","6","NE","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"233","1","6","WY","2 by 2","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"234","1","7","FL","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"235","1","7","GA","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"236","1","7","IN","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"237","1","7","MD","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"238","1","7","MO","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"239","1","7","NJ","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"240","1","7","NY","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"241","1","7","PA","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"242","1","7","TN","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"243","1","7","VA","Cash 4 Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"244","1","8","ME","Megabucks","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"245","1","8","NH","Megabucks","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"246","1","8","VT","Megabucks","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"247","1","9","ME","Gimme 5","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"248","1","9","NH","Gimme 5","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"249","1","9","VT","Gimme 5","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"250","1","10","ME","Pick 3 Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"251","1","10","NH","Pick 3 Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"252","1","10","VT","Pick 3 Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"253","1","11","ME","Pick 3 Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"254","1","11","NH","Pick 3 Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"255","1","11","VT","Pick 3 Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"256","1","12","ME","Pick 4 Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"257","1","12","NH","Pick 4 Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"258","1","12","VT","Pick 4 Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"259","1","13","ME","Pick 4 Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"260","1","13","NH","Pick 4 Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"261","1","13","VT","Pick 4 Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"262","1","5","AR","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"263","1","5","CO","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"264","1","5","CT","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"265","1","5","DE","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"266","1","5","DC","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"267","1","5","ID","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"268","1","5","IA","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"269","1","5","KS","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"270","1","5","KY","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"271","1","5","ME","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"272","1","5","MA","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"273","1","5","MI","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"274","1","5","MT","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"275","1","5","NE","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"276","1","5","NH","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"277","1","5","NC","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"278","1","5","ND","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"279","1","5","OH","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"280","1","5","OK","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"281","1","5","RI","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"282","1","260","OR","Lucky Lines 8","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"283","1","256","IN","Quick Draw Mid-Day","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"284","1","255","IN","Quick Draw Evening","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"285","1","126","KY","5 Card Cash","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"286","1","5","WY","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"287","1","5","VT","Lucky for Life","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
"288","1","145","MN","Gopher 5","2024-04-14 11:39:23.843000000","2024-04-14 11:39:23.843000000","Lenovo02\pages","Lenovo02\pages"
