166,1,Lotto (NY),NULL,NULL,6,1,59,59,NULL,2000000,NULL,NULL,1294,NULL,NULL,NULL,NULL
167,1,Win 4 Mid-Day (NY),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1295,NULL,NULL,NULL,NULL
168,1,Win 4 Evening (NY),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1296,NULL,NULL,NULL,NULL
169,1,Take 5 Mid-Day (NY),NULL,NULL,5,1,39,NULL,NULL,NULL,NULL,NULL,1297,NULL,NULL,NULL,NULL
170,1,Take 5 Evening (NY),NULL,NULL,5,1,39,NULL,NULL,NULL,NULL,NULL,1298,NULL,NULL,NULL,NULL
171,1,Numbers Mid-Day (NY),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1299,NULL,NULL,NULL,NULL
172,1,Numbers Evening (NY),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1300,NULL,NULL,NULL,NULL
173,1,Pick 10 (NY),NULL,NULL,10,1,80,NULL,NULL,NULL,500000,NULL,1301,NULL,NULL,NULL,NULL
174,1,Cash 5 (NC),NULL,NULL,5,1,41,NULL,NULL,100000,NULL,1.00,1302,NULL,NULL,NULL,NULL
175,1,Pick 3 Mid-Day (NC),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1303,NULL,NULL,NULL,NULL
176,1,Pick 3 Evening (NC),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1304,NULL,NULL,NULL,NULL
177,1,Cash 5 Double Play (NC),NULL,NULL,5,1,41,NULL,NULL,NULL,NULL,NULL,1305,NULL,NULL,NULL,NULL
178,1,Pick 4 Mid-Day (NC),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1306,NULL,NULL,NULL,NULL
179,1,Pick 4 Evening (NC),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1307,NULL,NULL,NULL,NULL
180,1,Lotto (OH),NULL,NULL,6,1,49,NULL,NULL,1000000,NULL,1.00,1308,NULL,NULL,NULL,NULL
181,1,Pick 3 Mid-Day (OH),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1309,NULL,NULL,NULL,NULL
182,1,Pick 3 Evening (OH),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1310,NULL,NULL,NULL,NULL
183,1,Pick 4 Mid-Day (OH),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1311,NULL,NULL,NULL,NULL
184,1,Pick 4 Evening (OH),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1312,NULL,NULL,NULL,NULL
185,1,Rolling Cash 5 (OH),NULL,NULL,5,1,39,NULL,NULL,100000,NULL,1.00,1313,NULL,NULL,NULL,NULL
186,1,Pick 5 Mid-Day (OH),NULL,NULL,5,0,9,NULL,NULL,NULL,NULL,NULL,1314,NULL,NULL,NULL,NULL
187,1,Pick 5 Evening (OH),NULL,NULL,5,0,9,NULL,NULL,NULL,NULL,NULL,1315,NULL,NULL,NULL,NULL
188,1,Cash 5 (OK),NULL,NULL,5,1,36,NULL,NULL,NULL,25000,1.00,1317,NULL,NULL,NULL,NULL
189,1,Pick 3 (OK),NULL,NULL,3,0,9,NULL,NULL,NULL,NULL,NULL,1318,NULL,NULL,NULL,NULL
190,1,Win for Life (OR),NULL,NULL,4,1,77,NULL,NULL,NULL,1000,2.00,1319,NULL,NULL,NULL,NULL
191,1,Megabucks (OR),NULL,NULL,6,1,48,NULL,NULL,NULL,NULL,NULL,1321,NULL,NULL,NULL,NULL
192,1,Lucky Lines 7 (OR),2019-11-08,NULL,8,1,32,NULL,NULL,10000,NULL,2.00,1323,NULL,NULL,NULL,NULL
193,1,Pick 4 Early-Day (OR),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1324,NULL,NULL,NULL,NULL
194,1,Pick 4 Mid-Day (OR),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1325,NULL,NULL,NULL,NULL
195,1,Pick 4 Late-Day (OR),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1326,NULL,NULL,NULL,NULL
196,1,Pick 4 Evening (OR),NULL,NULL,4,0,9,NULL,NULL,NULL,NULL,NULL,1327,NULL,NULL,NULL,NULL
197,1,Lotto (PA),NULL,NULL,6,1,49,NULL,NULL,500000,NULL,2.00,1328,NULL,NULL,NULL,NULL
198,1,Cash 5 (PA),NULL,NULL,5,1,43,NULL,NULL,NULL,NULL,2.00,1329,NULL,NULL,NULL,NULL
199,1,Pick 5 Mid-Day (PA),NULL,NULL,5,0,9,-1,NULL,NULL,50000,1.00,1330,NULL,NULL,NULL,NULL
200,1,Pick 5 Evening (PA),NULL,NULL,5,0,9,-1,NULL,NULL,50000,1.00,1331,NULL,NULL,NULL,NULL
201,1,Pick 4 Mid-Day (PA),NULL,NULL,4,0,9,-1,NULL,NULL,NULL,NULL,1332,NULL,NULL,NULL,NULL
202,1,Pick 4 Evening (PA),NULL,NULL,4,0,9,-1,NULL,NULL,NULL,NULL,1333,NULL,NULL,NULL,NULL
203,1,Pick 3 Mid-Day (PA),NULL,NULL,3,0,9,-1,NULL,NULL,NULL,NULL,1334,NULL,NULL,NULL,NULL
